,ClientName,MonthNum,Day,Prods,QtyOrdered,Sales
102,Client0,1,1,"prod3,prod5,prod1",12,9800
103,Client0,1,1,"prod3,prod5,prod8",14,7800
104,Client0,1,1,"prod4,prod1,prod13,prod2",25,12500
105,Client0,1,1,"prod4,prod10",6,5800
106,Client0,1,1,"prod4,prod12,prod12,prod3",10,4300
107,Client0,1,1,"prod5,prod2,prod10,prod1",14,11600
108,Client0,1,1,"prod5,prod7,prod13,prod5",24,14000
109,Client0,1,1,"prod6,prod11,prod1",6,4000
110,Client0,1,1,"prod9,prod1,prod12",13,5500
111,Client0,1,1,"prod9,prod10,prod13",10,4300
112,Client0,1,1,"prod9,prod12,prod3",22,7500
113,Client0,1,1,"prod9,prod12,prod5",13,8400
114,Client0,1,1,"prod9,prod3,prod9",18,3800
115,Client0,1,1,"prod9,prod5,prod3",10,7000
116,Client0,1,1,"prod9,prod9,prod2",12,3200
117,Client0,1,2,"prod1,prod1,prod14,prod15",20,12800
118,Client0,1,2,"prod1,prod15",3,2700
119,Client0,1,2,"prod1,prod4",6,4700
120,Client0,1,2,"prod10,prod13,prod3,prod1",23,7400
121,Client0,1,2,"prod10,prod2,prod3,prod11",16,8700
122,Client0,1,2,"prod10,prod7,prod14,prod12",25,7600
123,Client0,1,2,"prod10,prod8,prod15,prod9",25,7900
124,Client0,1,2,"prod11,prod15,prod2",9,5100
125,Client0,1,2,"prod12,prod1,prod1",11,7400
126,Client0,1,2,"prod12,prod1,prod10",5,3800
127,Client0,1,2,"prod12,prod11,prod3",9,4000
128,Client0,1,2,"prod12,prod12,prod13",17,5600
129,Client0,1,2,"prod12,prod2,prod11",16,8700
130,Client0,1,2,"prod12,prod4,prod2",12,8300
131,Client0,1,2,"prod13,prod11,prod15",7,4200
132,Client0,1,2,"prod13,prod12,prod1",14,6000
133,Client0,1,2,"prod13,prod12,prod15",19,11600
134,Client0,1,2,"prod13,prod14,prod9",14,1500
135,Client0,1,2,"prod13,prod2,prod2",18,8700
136,Client0,1,2,"prod14,prod1,prod3",8,2600
137,Client0,1,2,"prod14,prod13,prod12",19,5900
138,Client0,1,2,"prod14,prod2,prod3",12,3800
139,Client0,1,2,"prod15,prod10",7,7000
140,Client0,1,2,"prod15,prod13,prod12,prod1",29,12600
141,Client0,1,2,"prod15,prod14,prod10,prod6",21,12100
142,Client0,1,2,"prod15,prod15",4,4000
143,Client0,1,2,"prod15,prod4",11,9000
144,Client0,1,2,"prod2,prod1,prod13",13,8400
145,Client0,1,2,"prod2,prod12,prod15",23,13600
146,Client0,1,2,"prod2,prod13,prod3",13,3900
147,Client0,1,2,"prod2,prod3,prod13",14,3500
148,Client0,1,2,"prod2,prod3,prod5",12,6800
149,Client0,1,2,"prod3,prod1,prod10",13,11700
150,Client0,1,2,"prod3,prod1,prod2",13,7900
151,Client0,1,2,"prod3,prod12,prod2",11,4800
152,Client0,1,2,"prod3,prod3,prod13",9,2600
153,Client0,1,2,"prod3,prod7,prod15",10,6900
154,Client0,1,2,"prod3,prod9,prod15",14,7000
155,Client0,1,2,"prod4,prod2,prod15,prod12",18,11800
156,Client0,1,2,"prod4,prod6,prod2,prod3",16,8400
157,Client0,1,2,"prod4,prod9,prod3,prod14",20,3500
158,Client0,1,2,"prod5,prod1,prod10,prod15",11,9400
159,Client0,1,2,"prod5,prod11,prod15,prod12",21,15700
160,Client0,1,2,"prod5,prod11,prod9,prod9",17,3500
161,Client0,1,2,"prod5,prod3,prod12,prod13",28,9300
162,Client0,1,2,"prod5,prod3,prod14,prod4",17,7700
163,Client0,1,2,"prod5,prod9,prod6,prod2",22,8200
164,Client0,1,2,"prod6,prod13,prod3",13,3300
165,Client0,1,2,"prod6,prod2,prod7",5,2300
166,Client0,1,2,"prod6,prod3,prod13",8,2300
167,Client0,1,2,"prod6,prod4,prod2",14,9200
168,Client0,1,2,"prod7,prod13,prod3",21,5300
169,Client0,1,2,"prod7,prod15,prod1",17,14000
170,Client0,1,2,"prod7,prod15,prod4",18,16200
171,Client0,1,2,"prod7,prod15,prod7",20,14600
172,Client0,1,2,"prod8,prod11,prod15",15,10600
173,Client0,1,2,"prod8,prod12,prod2",6,2600
174,Client0,1,2,"prod9,prod5,prod5",14,11800
175,Client0,1,3,"prod1,prod10",11,10400
176,Client0,1,3,"prod1,prod12,prod11,prod15",18,13100
177,Client0,1,3,"prod1,prod13,prod1,prod1",11,6700
178,Client0,1,3,"prod1,prod13,prod4,prod14",7,2800
179,Client0,1,3,"prod1,prod15",9,8700
180,Client0,1,3,"prod1,prod3,prod2,prod1",24,12000
181,Client0,1,3,"prod1,prod4",6,4700
182,Client0,1,3,"prod1,prod6,prod2,prod13",12,6600
183,Client0,1,3,"prod1,prod6,prod5,prod3",29,18100
184,Client0,1,3,"prod1,prod7,prod12,prod9",19,6700
185,Client0,1,3,"prod10,prod4",2,1800
186,Client0,1,3,"prod11,prod1,prod13",7,3300
187,Client0,1,3,"prod11,prod15,prod15",17,16600
188,Client0,1,3,"prod12,prod1,prod1",10,6700
189,Client0,1,3,"prod12,prod10,prod11",22,17400
190,Client0,1,3,"prod12,prod11,prod15",18,13800
191,Client0,1,3,"prod12,prod12,prod8",22,6800
192,Client0,1,3,"prod12,prod14,prod12",4,1300
193,Client0,1,3,"prod12,prod15,prod2",13,11400
194,Client0,1,3,"prod12,prod15,prod7",9,5400
195,Client0,1,3,"prod12,prod15,prod9",16,5500
196,Client0,1,3,"prod12,prod4,prod12",4,2000
197,Client0,1,3,"prod12,prod5,prod4",18,14600
198,Client0,1,3,"prod13,prod1,prod1",19,12800
199,Client0,1,3,"prod13,prod10,prod1",13,11000
200,Client0,1,3,"prod13,prod10,prod5",14,12800
201,Client0,1,3,"prod13,prod12,prod1",10,5600
202,Client0,1,3,"prod13,prod13,prod1",7,2900
203,Client0,1,3,"prod13,prod13,prod3",20,4800
204,Client0,1,3,"prod13,prod14,prod4",14,7100
205,Client0,1,3,"prod13,prod2,prod13",18,6000
206,Client0,1,3,"prod14,prod1,prod13",21,9100
207,Client0,1,3,"prod14,prod1,prod5",20,15400
208,Client0,1,3,"prod14,prod11,prod1",10,5700
209,Client0,1,3,"prod14,prod12,prod2",21,9200
210,Client0,1,3,"prod15,prod1,prod13,prod4",21,10800
211,Client0,1,3,"prod15,prod1,prod7,prod1",19,11500
212,Client0,1,3,"prod15,prod11,prod9,prod6",30,12900
213,Client0,1,3,"prod15,prod12,prod12,prod3",9,4000
214,Client0,1,3,"prod15,prod12,prod5,prod7",14,11200
215,Client0,1,3,"prod15,prod13,prod9,prod12",16,4800
216,Client0,1,3,"prod15,prod15",12,12000
217,Client0,1,3,"prod2,prod11,prod13",19,7300
218,Client0,1,3,"prod2,prod11,prod2",15,8000
219,Client0,1,3,"prod2,prod14,prod1",19,7100
220,Client0,1,3,"prod2,prod14,prod15",17,11100
221,Client0,1,3,"prod2,prod2,prod13",23,8200
222,Client0,1,3,"prod2,prod3,prod13",19,5200
223,Client0,1,3,"prod2,prod4,prod5",15,12100
224,Client0,1,3,"prod2,prod6,prod7",17,8700
225,Client0,1,3,"prod3,prod1,prod2",20,11800
226,Client0,1,3,"prod3,prod10,prod5",23,21200
227,Client0,1,3,"prod3,prod12,prod10",21,14900
228,Client0,1,3,"prod3,prod12,prod4",13,6300
229,Client0,1,3,"prod3,prod13,prod10",15,11900
230,Client0,1,3,"prod3,prod4,prod13",10,4500
231,Client0,1,3,"prod4,prod2,prod2,prod9",10,4900
232,Client0,1,3,"prod4,prod3,prod13,prod14",18,5100
233,Client0,1,3,"prod5,prod2,prod15,prod2",22,14400
234,Client0,1,3,"prod5,prod4",7,5700
235,Client0,1,3,"prod7,prod12,prod12",4,1600
236,Client0,1,3,"prod7,prod3,prod15",13,10300
237,Client0,1,3,"prod7,prod5,prod11",12,8200
238,Client0,1,3,"prod8,prod3,prod1",8,3100
239,Client0,1,3,"prod9,prod12,prod6",11,5500
240,Client0,1,4,"prod1,prod1,prod6,prod10",20,16900
241,Client0,1,4,"prod1,prod10",10,9700
242,Client0,1,4,"prod1,prod13,prod5,prod15",28,18300
243,Client0,1,4,"prod1,prod3,prod15,prod13",13,8300
244,Client0,1,4,"prod1,prod6,prod13,prod3",25,10800
245,Client0,1,4,"prod10,prod1,prod6,prod11",16,10500
246,Client0,1,4,"prod10,prod12,prod1,prod5",19,15000
247,Client0,1,4,"prod10,prod13,prod1,prod5",14,11200
248,Client0,1,4,"prod10,prod15",11,11000
249,Client0,1,4,"prod10,prod6,prod8,prod14",16,4100
250,Client0,1,4,"prod10,prod9,prod13,prod2",22,7700
251,Client0,1,4,"prod11,prod6,prod13",5,2600
252,Client0,1,4,"prod12,prod10,prod9",12,2400
253,Client0,1,4,"prod12,prod13,prod12",15,3800
254,Client0,1,4,"prod12,prod13,prod13",10,2200
255,Client0,1,4,"prod12,prod15,prod3",17,11500
256,Client0,1,4,"prod12,prod2,prod13",12,2900
257,Client0,1,4,"prod12,prod2,prod7",5,2100
258,Client0,1,4,"prod12,prod4,prod1",8,5400
259,Client0,1,4,"prod12,prod5,prod5",14,12100
260,Client0,1,4,"prod13,prod10,prod4",18,15600
261,Client0,1,4,"prod13,prod14,prod15",16,8900
262,Client0,1,4,"prod13,prod14,prod5",16,4900
263,Client0,1,4,"prod13,prod2,prod11",14,7600
264,Client0,1,4,"prod13,prod2,prod15",23,16700
265,Client0,1,4,"prod14,prod15,prod1",6,4500
266,Client0,1,4,"prod14,prod2,prod1",20,11600
267,Client0,1,4,"prod14,prod2,prod5",9,6900
268,Client0,1,4,"prod15,prod1,prod1,prod2",24,15300
269,Client0,1,4,"prod15,prod1,prod12,prod4",16,9200
270,Client0,1,4,"prod15,prod12,prod12,prod10",18,11400
271,Client0,1,4,"prod15,prod12,prod14,prod11",16,5400
272,Client0,1,4,"prod15,prod14,prod10,prod15",15,6000
273,Client0,1,4,"prod15,prod15",15,15000
274,Client0,1,4,"prod15,prod6,prod1,prod13",10,5500
275,Client0,1,4,"prod2,prod1,prod1",13,8700
276,Client0,1,4,"prod2,prod10,prod12",10,7100
277,Client0,1,4,"prod2,prod10,prod13",5,2100
278,Client0,1,4,"prod2,prod11,prod12",7,3300
279,Client0,1,4,"prod2,prod11,prod7",13,6900
280,Client0,1,4,"prod2,prod12,prod7",18,7300
281,Client0,1,4,"prod2,prod13,prod4",12,5700
282,Client0,1,4,"prod2,prod14,prod12",15,4300
283,Client0,1,4,"prod2,prod14,prod6",6,1500
284,Client0,1,4,"prod2,prod2,prod3",22,9000
285,Client0,1,4,"prod2,prod9,prod1",10,3200
286,Client0,1,4,"prod3,prod12,prod10",11,6100
287,Client0,1,4,"prod3,prod5,prod14",8,3400
288,Client0,1,4,"prod3,prod9,prod15",22,11400
289,Client0,1,4,"prod4,prod11,prod3,prod11",16,8900
290,Client0,1,4,"prod4,prod2,prod15,prod11",19,14900
291,Client0,1,4,"prod5,prod1,prod3,prod12",33,16000
292,Client0,1,4,"prod5,prod12,prod15,prod4",27,19900
293,Client0,1,4,"prod5,prod15",11,10900
294,Client0,1,4,"prod5,prod3,prod14,prod3",21,5300
295,Client0,1,4,"prod6,prod14,prod4",8,5500
296,Client0,1,4,"prod8,prod15,prod13",15,11000
297,Client0,1,4,"prod8,prod5,prod4",7,5300
298,Client0,1,4,"prod9,prod3,prod11",22,9400
299,Client0,1,5,"prod1,prod1,prod15,prod13",18,13900
300,Client0,1,5,"prod1,prod10",11,10700
301,Client0,1,5,"prod1,prod12,prod4,prod15",28,21700
302,Client0,1,5,"prod1,prod13,prod1,prod1",6,3700
303,Client0,1,5,"prod1,prod13,prod15,prod4",24,13900
304,Client0,1,5,"prod1,prod3,prod12,prod11",11,5100
305,Client0,1,5,"prod10,prod3,prod1,prod13",17,5700
306,Client0,1,5,"prod10,prod5",12,10900
307,Client0,1,5,"prod11,prod1,prod1",4,2700
308,Client0,1,5,"prod11,prod1,prod9",11,3400
309,Client0,1,5,"prod11,prod10,prod5",9,8300
310,Client0,1,5,"prod11,prod12,prod15",17,10600
311,Client0,1,5,"prod11,prod6,prod2",19,10700
312,Client0,1,5,"prod11,prod6,prod3",12,5400
313,Client0,1,5,"prod12,prod1,prod2",16,8700
314,Client0,1,5,"prod12,prod11,prod3",19,8800
315,Client0,1,5,"prod12,prod14,prod6",18,5600
316,Client0,1,5,"prod12,prod3,prod3",16,4900
317,Client0,1,5,"prod12,prod8,prod12",7,2200
318,Client0,1,5,"prod13,prod12,prod9",14,2400
319,Client0,1,5,"prod13,prod13,prod2",11,2800
320,Client0,1,5,"prod13,prod15,prod12",9,7000
321,Client0,1,5,"prod13,prod2,prod1",12,6700
322,Client0,1,5,"prod13,prod3,prod12",10,3400
323,Client0,1,5,"prod15,prod10",4,4000
324,Client0,1,5,"prod15,prod11,prod9,prod12",17,6100
325,Client0,1,5,"prod15,prod2,prod1,prod4",20,13200
326,Client0,1,5,"prod15,prod7,prod1,prod14",8,3800
327,Client0,1,5,"prod15,prod7,prod3,prod15",15,6500
328,Client0,1,5,"prod2,prod1,prod15",7,6200
329,Client0,1,5,"prod2,prod1,prod3",5,2100
330,Client0,1,5,"prod2,prod11,prod3",11,5300
331,Client0,1,5,"prod2,prod12,prod2",4,1900
332,Client0,1,5,"prod2,prod15,prod11",16,11100
333,Client0,1,5,"prod2,prod15,prod12",14,7500
334,Client0,1,5,"prod2,prod15,prod2",19,13000
335,Client0,1,5,"prod3,prod5,prod15",12,10300
336,Client0,1,5,"prod3,prod7,prod13",13,3400
337,Client0,1,5,"prod4,prod14,prod11,prod2",21,8300
338,Client0,1,5,"prod4,prod4",8,6400
339,Client0,1,5,"prod5,prod10",4,3900
340,Client0,1,5,"prod5,prod14,prod15,prod15",18,17000
341,Client0,1,5,"prod5,prod7,prod3,prod8",21,6100
342,Client0,1,5,"prod6,prod12,prod10",14,7600
343,Client0,1,5,"prod6,prod14,prod11",14,6900
344,Client0,1,5,"prod6,prod15,prod12",12,9800
345,Client0,1,5,"prod6,prod2,prod3",14,5100
346,Client0,1,5,"prod6,prod5,prod15",12,11000
347,Client0,1,5,"prod8,prod13,prod1",19,8800
348,Client0,1,5,"prod9,prod1,prod2",6,2800
349,Client0,1,5,"prod9,prod6,prod5",17,11800
350,Client0,1,6,"prod1,prod12,prod1,prod3",10,4400
351,Client0,1,6,"prod1,prod12,prod13,prod15",14,5900
352,Client0,1,6,"prod1,prod13,prod14,prod3",19,4400
353,Client0,1,6,"prod1,prod13,prod2,prod5",16,10100
354,Client0,1,6,"prod1,prod13,prod5,prod14",21,10900
355,Client0,1,6,"prod1,prod14,prod12,prod15",29,14000
356,Client0,1,6,"prod1,prod4",12,9500
357,Client0,1,6,"prod1,prod5",7,6100
358,Client0,1,6,"prod10,prod12,prod4,prod15",16,11800
359,Client0,1,6,"prod10,prod14,prod4,prod14",17,5400
360,Client0,1,6,"prod11,prod1,prod4",12,8700
361,Client0,1,6,"prod11,prod10,prod13",21,12600
362,Client0,1,6,"prod11,prod10,prod5",5,4400
363,Client0,1,6,"prod11,prod14,prod11",15,7500
364,Client0,1,6,"prod12,prod14,prod15",15,7200
365,Client0,1,6,"prod12,prod2,prod13",11,3600
366,Client0,1,6,"prod12,prod3,prod6",12,6100
367,Client0,1,6,"prod12,prod5,prod12",18,10700
368,Client0,1,6,"prod12,prod6,prod2",15,8400
369,Client0,1,6,"prod13,prod12,prod4",15,9400
370,Client0,1,6,"prod13,prod14,prod15",8,4500
371,Client0,1,6,"prod13,prod14,prod5",16,4900
372,Client0,1,6,"prod13,prod15,prod1",13,9800
373,Client0,1,6,"prod13,prod15,prod12",8,6000
374,Client0,1,6,"prod13,prod15,prod3",14,9700
375,Client0,1,6,"prod13,prod2,prod1",4,1900
376,Client0,1,6,"prod13,prod3,prod2",7,2800
377,Client0,1,6,"prod14,prod12,prod13",11,3900
378,Client0,1,6,"prod14,prod13,prod14",10,1400
379,Client0,1,6,"prod14,prod2,prod13",16,4600
380,Client0,1,6,"prod14,prod3,prod15",8,4300
381,Client0,1,6,"prod15,prod1,prod15,prod5",19,17900
382,Client0,1,6,"prod15,prod15",19,19000
383,Client0,1,6,"prod15,prod2,prod10,prod1",24,18700
384,Client0,1,6,"prod15,prod3,prod1,prod10",20,13800
385,Client0,1,6,"prod15,prod3,prod4,prod3",7,3800
386,Client0,1,6,"prod15,prod5",10,9100
387,Client0,1,6,"prod2,prod1,prod6",12,7500
388,Client0,1,6,"prod2,prod5,prod14",15,7500
389,Client0,1,6,"prod3,prod3,prod12",12,3700
390,Client0,1,6,"prod3,prod9,prod5",7,1700
391,Client0,1,6,"prod4,prod10",10,9800
392,Client0,1,6,"prod5,prod13,prod10,prod10",20,15100
393,Client0,1,6,"prod5,prod15",12,11900
394,Client0,1,6,"prod6,prod10,prod12",11,9400
395,Client0,1,6,"prod7,prod13,prod3",15,4000
396,Client0,1,6,"prod9,prod15,prod9",15,6000
397,Client0,2,0,"prod1,prod1,prod12,prod5",20,12000
398,Client0,2,0,"prod1,prod1,prod15,prod7",26,20000
399,Client0,2,0,"prod1,prod10",20,19400
400,Client0,2,0,"prod1,prod12,prod10,prod13",14,7100
401,Client0,2,0,"prod1,prod2,prod11,prod13",23,9400
402,Client0,2,0,"prod1,prod3,prod15,prod13",18,7500
403,Client0,2,0,"prod1,prod5",17,14900
404,Client0,2,0,"prod1,prod6,prod15,prod3",23,18000
405,Client0,2,0,"prod10,prod10",3,3000
406,Client0,2,0,"prod10,prod12,prod4,prod13",30,14000
407,Client0,2,0,"prod10,prod14,prod10,prod15",14,7700
408,Client0,2,0,"prod10,prod15",7,7000
409,Client0,2,0,"prod11,prod1,prod6",17,10700
410,Client0,2,0,"prod11,prod10,prod5",15,13700
411,Client0,2,0,"prod11,prod15,prod11",9,7800
412,Client0,2,0,"prod11,prod2,prod15",13,8600
413,Client0,2,0,"prod11,prod9,prod15",18,10400
414,Client0,2,0,"prod12,prod1,prod15",16,13300
415,Client0,2,0,"prod12,prod12,prod3",15,5400
416,Client0,2,0,"prod12,prod4,prod15",15,12800
417,Client0,2,0,"prod12,prod6,prod13",8,3400
418,Client0,2,0,"prod13,prod12,prod15",13,6800
419,Client0,2,0,"prod13,prod14,prod10",7,5300
420,Client0,2,0,"prod13,prod14,prod15",13,4100
421,Client0,2,0,"prod13,prod14,prod2",15,4400
422,Client0,2,0,"prod13,prod2,prod15",14,7700
423,Client0,2,0,"prod13,prod2,prod2",16,7700
424,Client0,2,0,"prod13,prod2,prod6",13,6500
425,Client0,2,0,"prod14,prod10,prod10",3,2100
426,Client0,2,0,"prod14,prod10,prod2",11,5600
427,Client0,2,0,"prod14,prod12,prod2",13,5500
428,Client0,2,0,"prod14,prod13,prod5",15,7800
429,Client0,2,0,"prod14,prod15,prod15",16,15100
430,Client0,2,0,"prod14,prod2,prod1",5,2700
431,Client0,2,0,"prod14,prod2,prod13",20,6300
432,Client0,2,0,"prod14,prod3,prod7",8,2700
433,Client0,2,0,"prod15,prod10",9,9000
434,Client0,2,0,"prod15,prod3,prod10,prod12",26,13600
435,Client0,2,0,"prod15,prod4",3,2600
436,Client0,2,0,"prod2,prod1,prod1",13,8900
437,Client0,2,0,"prod2,prod1,prod11",19,12000
438,Client0,2,0,"prod2,prod10,prod4",7,6300
439,Client0,2,0,"prod2,prod12,prod3",8,2700
440,Client0,2,0,"prod2,prod13,prod12",18,5100
441,Client0,2,0,"prod2,prod15,prod5",8,7200
442,Client0,2,0,"prod2,prod3,prod5",12,9800
443,Client0,2,0,"prod2,prod4,prod11",14,9700
444,Client0,2,0,"prod2,prod4,prod12",9,5300
445,Client0,2,0,"prod3,prod13,prod8",18,3700
446,Client0,2,0,"prod3,prod15,prod6",12,9300
447,Client0,2,0,"prod3,prod3,prod5",12,9000
448,Client0,2,0,"prod4,prod1,prod13,prod3",13,7300
449,Client0,2,0,"prod4,prod13,prod7,prod10",16,5800
450,Client0,2,0,"prod5,prod15",10,9900
451,Client0,2,0,"prod5,prod5",5,4500
452,Client0,2,0,"prod6,prod4,prod13",14,4400
453,Client0,2,0,"prod7,prod10,prod13",13,9200
454,Client0,2,0,"prod7,prod12,prod15",17,12200
455,Client0,2,0,"prod9,prod15,prod12",10,4300
456,Client0,2,1,"prod1,prod1,prod15,prod11",20,15600
457,Client0,2,1,"prod1,prod10",2,1700
458,Client0,2,1,"prod1,prod13,prod9,prod11",29,9400
459,Client0,2,1,"prod1,prod14,prod1,prod10",15,9900
460,Client0,2,1,"prod1,prod15",20,19400
461,Client0,2,1,"prod1,prod2,prod11,prod1",18,10500
462,Client0,2,1,"prod1,prod2,prod11,prod12",32,16400
463,Client0,2,1,"prod1,prod2,prod13,prod9",8,3500
464,Client0,2,1,"prod1,prod2,prod4,prod2",21,12800
465,Client0,2,1,"prod1,prod3,prod12,prod10",17,6800
466,Client0,2,1,"prod1,prod3,prod2,prod2",16,7200
467,Client0,2,1,"prod10,prod12,prod10,prod5",23,18600
468,Client0,2,1,"prod10,prod12,prod13,prod2",19,7600
469,Client0,2,1,"prod10,prod14,prod2,prod15",14,4400
470,Client0,2,1,"prod10,prod5",9,8200
471,Client0,2,1,"prod10,prod7,prod1,prod3",12,7400
472,Client0,2,1,"prod11,prod1,prod15",13,11400
473,Client0,2,1,"prod11,prod11,prod14",15,6000
474,Client0,2,1,"prod11,prod15,prod2",9,6100
475,Client0,2,1,"prod11,prod2,prod12",17,7900
476,Client0,2,1,"prod12,prod11,prod14",10,2800
477,Client0,2,1,"prod12,prod12,prod12",3,1200
478,Client0,2,1,"prod12,prod14,prod8",13,1900
479,Client0,2,1,"prod12,prod15,prod10",11,10400
480,Client0,2,1,"prod12,prod2,prod15",17,10900
481,Client0,2,1,"prod12,prod3,prod4",13,7500
482,Client0,2,1,"prod12,prod3,prod6",3,1300
483,Client0,2,1,"prod12,prod4,prod15",18,15400
