,OrderID,MonthNum,ClientName,Prods,QtyOrdered,Sales,CliSentiAvg,SpSentiAvg
103,1104,1,Client2,"prod15,prod2,prod3,prod1",13,8000,0.2,0.4
104,1105,1,Client2,"prod15,prod4",12,9800,0.4,0.4
105,1106,1,Client8,"prod3,prod11,prod2",20,10700,0.2,0.2
106,1107,1,Client5,"prod4,prod5",10,8900,0.4,0.4
107,1108,1,Client9,"prod15,prod11,prod6,prod2",15,8900,0.6,0.4
108,1109,1,Client2,"prod15,prod3,prod5,prod1",17,10200,0.4,0.6
109,1110,1,Client4,"prod15,prod2,prod2,prod2",21,11000,0.2,0.4
110,1111,1,Client2,"prod10,prod9,prod13,prod4",18,5700,0.2,0.2
111,1112,1,Client1,"prod6,prod12,prod2",5,2500,0.2,0.6
112,1113,1,Client2,"prod10,prod1,prod15,prod15",13,11800,0.2,0.2
113,1114,1,Client4,"prod1,prod1,prod3,prod13",29,12100,0.4,0.8
114,1115,1,Client1,"prod3,prod5,prod1",21,16300,0.2,0.4
115,1116,1,Client2,"prod1,prod2,prod5,prod4",26,19000,0.4,0.0
116,1117,1,Client9,"prod1,prod1,prod10,prod3",18,10900,0.2,0.4
117,1118,1,Client6,"prod1,prod15",11,10700,0.6,0.6
118,1119,1,Client0,"prod15,prod12,prod12,prod3",9,4000,0.4,0.4
119,1120,1,Client0,"prod13,prod12,prod15",19,14000,0.6,0.6
120,1121,1,Client6,"prod13,prod2,prod12",12,4900,0.4,0.4
121,1122,1,Client8,"prod12,prod3,prod1",13,5200,0.4,0.4
122,1123,1,Client2,"prod15,prod2,prod6,prod2",29,15600,0.2,0.4
123,1124,1,Client1,"prod12,prod10,prod7",5,3200,0.2,0.4
124,1125,1,Client2,"prod2,prod1,prod11",19,12200,0.2,0.2
125,1126,1,Client0,"prod1,prod7,prod12,prod9",19,6700,0.0,0.4
126,1127,1,Client2,"prod13,prod1,prod3",17,9000,0.4,0.4
127,1128,1,Client8,"prod12,prod11,prod13",15,6000,0.4,0.6
128,1129,1,Client0,"prod7,prod3,prod15",13,10300,0.4,0.2
129,1130,1,Client5,"prod4,prod15",10,9800,0.4,0.4
130,1131,1,Client2,"prod1,prod10",9,8700,0.2,1.0
131,1132,1,Client1,"prod12,prod12,prod2",12,5000,0.6,0.0
132,1133,1,Client3,"prod15,prod14,prod15,prod1",21,10800,0.0,0.4
133,1134,1,Client2,"prod2,prod1,prod14",13,4700,0.2,0.6
134,1135,1,Client6,"prod13,prod5,prod9",16,7300,0.0,0.6
135,1136,1,Client0,"prod2,prod1,prod1",5,3300,0.8,0.6
136,1137,1,Client0,"prod12,prod9,prod2",18,6100,0.6,0.2
137,1138,1,Client0,"prod1,prod15",9,8700,0.6,0.2
138,1139,1,Client2,"prod11,prod12,prod6",14,6400,0.4,0.6
139,1140,1,Client2,"prod12,prod5,prod10",18,16800,0.2,0.4
140,1141,1,Client9,"prod1,prod4",7,5500,0.2,0.4
141,1142,1,Client8,"prod14,prod12,prod11",11,4900,0.2,0.4
142,1143,1,Client8,"prod8,prod3,prod3",20,5900,0.2,0.8
143,1144,1,Client8,"prod7,prod10,prod8",18,10200,0.4,0.4
144,1145,1,Client0,"prod7,prod13,prod3",21,5300,0.2,0.2
145,1146,1,Client5,"prod15,prod13,prod9,prod1",30,10400,0.4,0.8
146,1147,1,Client0,"prod12,prod7,prod3",7,2300,0.4,0.0
147,1148,1,Client5,"prod5,prod12,prod2,prod5",17,11700,0.4,0.6
148,1149,1,Client4,"prod1,prod6,prod11,prod11",27,16300,0.2,0.4
149,1150,1,Client1,"prod1,prod1,prod3,prod3",15,5300,0.2,0.6
150,1151,1,Client0,"prod4,prod4",6,4800,0.2,0.6
151,1152,1,Client0,"prod10,prod9,prod1,prod9",16,5500,0.2,0.6
152,1153,1,Client0,"prod10,prod4",2,1800,0.2,0.6
153,1154,1,Client4,"prod3,prod12,prod2",12,5100,0.6,0.6
154,1155,1,Client8,"prod10,prod1,prod2,prod9",11,5800,0.4,0.2
155,1156,1,Client0,"prod2,prod4,prod12",7,4500,0.4,0.4
156,1157,1,Client1,"prod11,prod1,prod12",8,3700,0.2,0.4
157,1158,1,Client3,"prod14,prod8,prod15",14,7500,0.4,0.4
158,1159,1,Client0,"prod11,prod10,prod13",21,12600,0.4,0.6
159,1160,1,Client2,"prod15,prod15",9,9000,0.2,0.6
160,1161,1,Client6,"prod10,prod13,prod15,prod6",23,15400,0.4,0.4
161,1162,1,Client5,"prod11,prod12,prod3",21,7600,0.4,0.4
162,1163,1,Client8,"prod12,prod14,prod11",10,2300,0.2,0.4
163,1164,1,Client0,"prod3,prod9,prod14",11,1300,0.0,1.0
164,1165,1,Client8,"prod9,prod12,prod15",11,6500,0.4,1.0
165,1166,1,Client2,"prod6,prod1,prod2",10,6700,0.4,0.4
166,1167,1,Client2,"prod14,prod13,prod13",14,2700,0.2,0.6
167,1168,1,Client0,"prod13,prod1,prod2",10,5500,0.2,0.6
168,1169,1,Client8,"prod6,prod4,prod11",15,11200,0.2,0.4
169,1170,1,Client2,"prod1,prod12,prod1,prod7",19,8500,0.2,0.4
170,1171,1,Client1,"prod14,prod13,prod12",11,2700,0.2,0.6
171,1172,1,Client0,"prod15,prod1,prod12,prod4",16,9200,0.2,0.2
172,1173,1,Client2,"prod12,prod5,prod15",10,9200,0.4,0.2
173,1174,1,Client3,"prod12,prod10,prod15",6,5400,0.2,0.4
174,1175,1,Client8,"prod15,prod1,prod13,prod5",17,8200,0.2,0.8
175,1176,1,Client1,"prod14,prod6,prod11",13,7300,0.0,0.6
176,1177,1,Client4,"prod1,prod3,prod14,prod2",18,5000,0.2,1.0
177,1178,1,Client2,"prod12,prod12,prod15",17,12800,0.4,0.4
178,1179,1,Client0,"prod12,prod11,prod15",18,13800,0.2,0.4
179,1180,1,Client2,"prod5,prod13,prod12,prod13",18,6100,0.4,0.4
180,1181,1,Client6,"prod10,prod14,prod10,prod3",17,10300,0.2,0.6
181,1182,1,Client3,"prod7,prod14,prod2",9,3200,0.0,0.8
182,1183,1,Client2,"prod1,prod11,prod6,prod14",21,9700,0.2,0.2
183,1184,1,Client6,"prod2,prod10,prod15",22,21500,0.4,0.4
184,1185,1,Client0,"prod10,prod13,prod11,prod7",14,4600,0.2,0.4
185,1186,1,Client8,"prod3,prod6,prod3",8,3300,0.6,0.4
186,1187,1,Client8,"prod14,prod13,prod14",12,2200,0.0,0.2
187,1188,1,Client0,"prod12,prod1,prod1",10,6700,0.2,0.6
188,1189,1,Client2,"prod5,prod12,prod14,prod15",28,15000,0.4,0.4
189,1190,1,Client4,"prod10,prod7,prod9,prod12",24,7200,0.4,0.4
190,1191,1,Client3,"prod11,prod15,prod15",16,15600,0.6,0.0
191,1192,1,Client2,"prod13,prod9,prod3",3,600,0.6,0.6
192,1193,1,Client0,"prod9,prod10,prod13",10,4300,0.4,0.4
193,1194,1,Client9,"prod3,prod10,prod15",20,19300,0.4,0.6
194,1195,1,Client8,"prod15,prod9,prod2,prod11",8,4500,0.4,0.2
195,1196,1,Client3,"prod2,prod1,prod2",12,6400,0.4,0.6
196,1197,1,Client9,"prod7,prod14,prod2",6,2100,0.2,0.2
197,1198,1,Client8,"prod2,prod13,prod1",13,8400,0.2,0.2
198,1199,1,Client0,"prod5,prod1,prod3,prod12",33,16000,0.2,0.6
199,1200,1,Client0,"prod2,prod12,prod2",4,1900,0.4,0.6
200,1201,1,Client6,"prod12,prod1,prod1",13,8800,0.4,1.0
201,1202,1,Client9,"prod15,prod10",7,7000,0.2,0.4
202,1203,1,Client1,"prod3,prod10,prod1",5,4000,0.0,0.2
203,1204,1,Client3,"prod1,prod12,prod13,prod3",20,5500,0.4,0.0
204,1205,1,Client9,"prod13,prod2,prod12",10,4000,0.2,0.6
205,1206,1,Client1,"prod15,prod14,prod12,prod15",20,14000,0.4,0.2
206,1207,1,Client8,"prod14,prod13,prod8",10,1900,0.4,0.6
207,1208,1,Client1,"prod1,prod10",9,8700,0.4,0.6
208,1209,1,Client6,"prod14,prod14,prod1",16,7000,0.2,0.6
209,1210,1,Client8,"prod1,prod15",8,7700,0.2,0.6
210,1211,1,Client1,"prod5,prod2,prod10,prod13",9,5100,0.0,1.0
211,1212,1,Client8,"prod1,prod1,prod15,prod1",20,16100,0.2,0.2
212,1213,1,Client0,"prod13,prod3,prod15",6,3800,0.0,0.2
213,1214,1,Client2,"prod12,prod15,prod13",17,11600,0.0,0.4
214,1215,1,Client0,"prod6,prod14,prod4",8,5500,0.0,0.2
215,1216,1,Client3,"prod5,prod3,prod6,prod2",12,6100,0.4,0.6
216,1217,1,Client0,"prod11,prod10,prod5",5,4400,0.2,0.4
217,1218,1,Client2,"prod1,prod12,prod3,prod10",25,14500,0.2,0.8
218,1219,1,Client0,"prod1,prod13,prod1,prod1",6,3700,0.4,0.2
219,1220,1,Client1,"prod15,prod12,prod10,prod12",14,8000,0.4,0.2
220,1221,1,Client0,"prod14,prod14,prod10",10,5500,0.4,0.4
221,1222,1,Client2,"prod6,prod12,prod7",21,8600,0.6,0.6
222,1223,1,Client6,"prod2,prod12,prod3",16,5400,0.4,1.0
223,1224,1,Client0,"prod15,prod7,prod1,prod14",8,3800,0.4,0.4
224,1225,1,Client8,"prod14,prod13,prod2",19,6400,0.2,0.4
225,1226,1,Client0,"prod9,prod12,prod3",22,7500,0.4,0.4
226,1227,1,Client2,"prod1,prod1,prod1,prod5",9,7100,0.2,0.2
227,1228,1,Client0,"prod12,prod1,prod10",5,3800,0.2,0.2
228,1229,1,Client1,"prod12,prod10,prod11",12,11000,0.4,0.6
229,1230,1,Client5,"prod12,prod1,prod12",15,8400,0.4,0.4
230,1231,1,Client0,"prod13,prod2,prod1",12,6700,0.2,0.6
231,1232,1,Client8,"prod10,prod3,prod2,prod1",25,12200,0.4,0.2
232,1233,1,Client9,"prod2,prod13,prod1",12,7700,0.2,0.6
233,1234,1,Client3,"prod2,prod10,prod11",18,13500,0.2,0.4
234,1235,1,Client0,"prod1,prod13,prod5,prod15",28,18300,0.2,0.4
235,1236,1,Client8,"prod14,prod4,prod15",8,6700,0.4,0.4
236,1237,1,Client1,"prod3,prod12,prod15",19,12900,0.2,0.6
237,1238,1,Client0,"prod7,prod13,prod3",15,4000,0.4,0.6
238,1239,1,Client1,"prod13,prod9,prod11",15,5100,0.2,0.4
239,1240,1,Client2,"prod14,prod10,prod13",4,1500,0.6,0.4
240,1241,1,Client9,"prod15,prod12,prod10,prod10",21,16200,0.6,0.4
241,1242,1,Client6,"prod5,prod14,prod3,prod2",21,6100,0.2,0.4
242,1243,1,Client0,"prod5,prod14,prod15,prod15",18,17000,0.2,0.6
243,1244,1,Client0,"prod10,prod14,prod14,prod15",21,7500,0.2,0.8
244,1245,1,Client5,"prod1,prod15",11,10700,0.4,0.4
245,1246,1,Client8,"prod15,prod15",2,2000,0.0,0.6
246,1247,1,Client6,"prod1,prod14,prod1,prod10",18,12600,0.2,0.6
247,1248,1,Client8,"prod15,prod5",4,3700,0.4,0.6
248,1249,1,Client8,"prod10,prod13,prod15,prod15",22,17200,0.2,0.4
249,1250,1,Client9,"prod14,prod12,prod3",12,3600,0.2,0.2
250,1251,1,Client9,"prod2,prod13,prod7",8,2100,0.2,1.0
251,1252,1,Client9,"prod14,prod2,prod12",10,4400,0.4,0.6
252,1253,1,Client2,"prod12,prod5,prod2",20,13100,0.2,0.2
253,1254,1,Client6,"prod2,prod14,prod14",20,2400,0.4,0.4
254,1255,1,Client1,"prod12,prod12,prod1",11,6500,0.2,0.6
255,1256,1,Client0,"prod13,prod3,prod2",7,2800,0.4,0.6
256,1257,1,Client5,"prod9,prod1,prod8",15,8300,0.2,0.6
257,1258,1,Client5,"prod5,prod12,prod1,prod10",23,14500,0.2,0.4
258,1259,1,Client9,"prod10,prod4",6,5000,0.6,0.2
259,1260,1,Client8,"prod11,prod12,prod15",13,10800,0.6,0.4
260,1261,1,Client6,"prod6,prod11,prod11",21,12600,0.4,0.0
261,1262,1,Client3,"prod15,prod3,prod5,prod9",21,6800,0.0,0.2
262,1263,1,Client0,"prod11,prod6,prod3",12,5400,0.6,0.6
263,1264,1,Client0,"prod12,prod10,prod11",22,17400,0.2,0.6
264,1265,1,Client5,"prod5,prod14,prod2,prod1",26,10000,0.2,0.6
265,1266,1,Client0,"prod13,prod2,prod1",4,1900,0.4,0.6
266,1267,1,Client2,"prod10,prod10",4,4000,0.6,0.6
267,1268,1,Client6,"prod10,prod14,prod2,prod5",26,13500,0.4,0.6
268,1269,1,Client4,"prod2,prod5,prod13",16,7700,0.2,0.2
269,1270,1,Client8,"prod1,prod12,prod13,prod14",22,4800,0.2,0.4
270,1271,1,Client0,"prod7,prod15,prod4",18,16200,0.4,0.8
271,1272,1,Client0,"prod9,prod5,prod5",14,11800,0.4,0.0
272,1273,1,Client8,"prod4,prod2,prod10,prod15",13,9300,0.6,0.2
273,1274,1,Client8,"prod1,prod1,prod13,prod12",22,10300,0.0,0.6
274,1275,1,Client1,"prod11,prod1,prod13",14,4700,0.2,0.8
275,1276,1,Client2,"prod15,prod4",4,3400,0.2,0.8
276,1277,1,Client2,"prod10,prod5",12,10900,0.2,0.6
277,1278,1,Client0,"prod15,prod4",11,9000,0.6,0.4
278,1279,1,Client0,"prod2,prod10,prod13",5,2100,0.2,1.0
279,1280,1,Client8,"prod13,prod7,prod13",8,2800,0.0,0.4
280,1281,1,Client4,"prod15,prod7,prod13,prod12",15,5200,0.2,0.4
281,1282,1,Client9,"prod2,prod13,prod2",14,3700,0.4,0.4
282,1283,1,Client1,"prod6,prod6,prod1",12,8100,0.4,0.8
283,1284,1,Client4,"prod1,prod3,prod14,prod5",24,12000,0.4,0.6
284,1285,1,Client8,"prod15,prod4",6,5000,0.4,0.2
285,1286,1,Client4,"prod13,prod7,prod13",5,1200,0.4,0.2
286,1287,1,Client8,"prod14,prod2,prod1",12,7200,0.2,0.2
287,1288,1,Client8,"prod15,prod14,prod9,prod10",27,13500,0.0,0.4
288,1289,1,Client0,"prod2,prod13,prod3",13,3900,0.4,0.4
289,1290,1,Client9,"prod12,prod6,prod13",15,6800,0.2,0.2
290,1291,1,Client9,"prod14,prod14,prod1",3,900,0.2,0.2
291,1292,1,Client5,"prod3,prod14,prod14",14,1600,0.6,0.2
292,1293,1,Client1,"prod14,prod1,prod1",11,7100,0.0,0.6
293,1294,1,Client0,"prod13,prod2,prod14",12,3300,0.0,0.8
294,1295,1,Client8,"prod10,prod14,prod12,prod10",28,14200,0.0,0.8
295,1296,1,Client2,"prod12,prod10,prod13",20,13000,0.0,0.6
296,1297,1,Client5,"prod4,prod15",11,10800,0.2,0.6
297,1298,1,Client8,"prod11,prod2,prod12",4,2000,0.4,0.4
298,1299,1,Client1,"prod3,prod11,prod2",11,5400,0.4,0.6
299,1300,1,Client0,"prod3,prod5,prod14",8,3400,0.2,0.8
300,1301,1,Client0,"prod13,prod1,prod10",4,2600,0.4,0.0
301,1302,1,Client4,"prod10,prod3,prod2,prod9",25,9600,0.0,0.4
302,1303,1,Client9,"prod12,prod10,prod6",12,7800,0.4,0.6
303,1304,1,Client0,"prod1,prod6,prod15,prod12",18,11900,0.4,0.2
304,1305,1,Client2,"prod10,prod6,prod9,prod15",17,10700,0.4,0.6
305,1306,1,Client0,"prod1,prod4",6,4700,0.4,0.2
306,1307,1,Client6,"prod1,prod2,prod2,prod15",18,10700,0.2,0.8
307,1308,1,Client3,"prod15,prod14,prod14,prod1",24,4500,0.2,0.4
308,1309,1,Client0,"prod1,prod12,prod11,prod15",18,13100,0.2,0.4
309,1310,1,Client0,"prod6,prod14,prod11",14,6900,0.2,0.6
310,1311,1,Client8,"prod11,prod1,prod2",5,2800,0.2,0.6
311,1312,1,Client4,"prod15,prod5",5,4600,0.4,0.8
312,1313,1,Client2,"prod3,prod3,prod7",13,4700,0.0,0.8
313,1314,1,Client8,"prod10,prod15",10,10000,0.4,0.6
314,1315,1,Client0,"prod15,prod6,prod10,prod15",12,8800,0.6,0.2
315,1316,1,Client1,"prod12,prod1,prod15",19,16000,0.6,0.2
316,1317,1,Client4,"prod8,prod14,prod1",10,2300,0.2,0.4
317,1318,1,Client8,"prod10,prod2,prod14,prod5",17,10200,0.0,0.4
318,1319,1,Client9,"prod12,prod3,prod3",18,5500,0.4,0.2
319,1320,1,Client5,"prod1,prod10",7,6700,0.4,0.4
320,1321,1,Client2,"prod6,prod15,prod12",15,8600,0.6,0.6
321,1322,1,Client0,"prod12,prod2,prod11",16,8700,0.6,0.2
322,1323,1,Client0,"prod14,prod1,prod13",21,9100,0.4,0.4
323,1324,1,Client4,"prod15,prod2,prod10,prod2",17,11000,0.2,0.2
324,1325,1,Client0,"prod2,prod3,prod13",14,3500,0.0,0.4
325,1326,1,Client8,"prod3,prod3,prod1",6,3000,0.2,0.6
326,1327,1,Client9,"prod3,prod6,prod12",16,6800,0.4,0.4
327,1328,1,Client9,"prod15,prod12,prod1,prod15",21,14100,0.4,0.6
328,1329,1,Client0,"prod13,prod15,prod12",8,6000,0.2,0.8
329,1330,1,Client0,"prod10,prod12,prod4,prod15",16,11800,0.2,0.2
330,1331,1,Client1,"prod10,prod12,prod12,prod6",26,12600,0.4,0.4
331,1332,1,Client2,"prod4,prod15",9,8800,0.2,0.4
332,1333,1,Client0,"prod5,prod13,prod9,prod11",25,9900,0.2,0.6
333,1334,1,Client9,"prod15,prod3,prod5,prod5",21,17800,0.6,0.4
334,1335,1,Client0,"prod12,prod15,prod7",9,5400,0.0,0.4
335,1336,1,Client4,"prod4,prod10",10,9800,0.6,0.4
336,1337,1,Client4,"prod10,prod2,prod12,prod9",14,4100,0.4,0.4
337,1338,1,Client4,"prod2,prod7,prod1",17,9600,0.4,0.2
338,1339,1,Client2,"prod2,prod5,prod7",17,10400,0.6,0.4
339,1340,1,Client8,"prod2,prod10,prod12",16,13100,0.2,0.6
340,1341,1,Client2,"prod1,prod13,prod14,prod12",13,3200,0.2,0.8
341,1342,1,Client2,"prod15,prod2,prod1,prod2",15,8600,0.4,0.0
342,1343,1,Client4,"prod11,prod11,prod12",13,7400,0.2,0.4
343,1344,1,Client0,"prod13,prod3,prod12",10,3400,0.4,0.4
344,1345,1,Client4,"prod2,prod9,prod2",6,1800,0.2,0.2
345,1346,1,Client8,"prod11,prod14,prod10",13,7200,0.4,0.2
346,1347,1,Client6,"prod11,prod15,prod4",13,11000,0.2,0.4
347,1348,1,Client9,"prod1,prod14,prod2,prod11",19,7600,0.4,0.6
348,1349,1,Client1,"prod13,prod12,prod13",6,2000,0.4,0.6
349,1350,1,Client5,"prod1,prod5",11,9700,0.6,0.2
350,1351,1,Client1,"prod15,prod1,prod4,prod12",27,17800,0.4,0.4
351,1352,1,Client4,"prod14,prod9,prod1",16,4600,0.2,0.4
352,1353,1,Client1,"prod3,prod15,prod5",16,14800,0.4,0.2
353,1354,1,Client2,"prod12,prod14,prod7",16,5200,0.4,0.2
354,1355,1,Client9,"prod1,prod1,prod10,prod14",19,9400,0.6,0.2
355,1356,1,Client0,"prod15,prod12,prod12,prod15",23,15200,0.4,0.2
356,1357,1,Client5,"prod14,prod2,prod2",14,6600,0.0,0.8
357,1358,1,Client1,"prod15,prod1,prod13,prod13",20,9800,0.4,0.4
358,1359,1,Client2,"prod3,prod12,prod15",9,5900,0.2,0.2
359,1360,1,Client0,"prod15,prod3,prod3,prod11",25,10600,0.6,0.6
360,1361,1,Client2,"prod15,prod3,prod15,prod15",26,18300,0.2,0.4
361,1362,1,Client0,"prod11,prod10,prod5",9,8300,0.6,0.6
362,1363,1,Client0,"prod11,prod15,prod2",9,5100,0.0,0.2
363,1364,1,Client6,"prod3,prod15,prod3",15,10800,0.2,0.6
364,1365,1,Client8,"prod1,prod3,prod12,prod15",17,8600,0.4,0.8
365,1366,1,Client0,"prod2,prod10,prod10",19,18500,0.4,0.6
366,1367,1,Client2,"prod4,prod2,prod15,prod12",9,5600,0.2,0.6
