,OrderID,ClientName,MonthNum,Hour,Minute,Day,Prods,CliSentiAvg,SpSentiAvg,QtyOrdered,Sales
192,1066,Client0,1,12,56,2,"prod10,prod2,prod3,prod11",0.4,0.6,1,500
193,1066,Client0,1,12,56,2,"prod10,prod2,prod3,prod11",0.6,0.6,4,1200
194,1066,Client0,1,12,56,2,"prod10,prod2,prod3,prod11",0.6,0.8,1,1000
195,1067,Client9,1,19,53,3,"prod3,prod11,prod12",0.4,0.6,8,4800
196,1067,Client9,1,19,53,3,"prod3,prod11,prod12",0.6,0.0,9,3600
197,1067,Client9,1,19,53,3,"prod3,prod11,prod12",0.6,0.2,1,300
198,1068,Client2,1,14,29,2,"prod12,prod5,prod6",0.2,0.6,1,400
199,1068,Client2,1,14,29,2,"prod12,prod5,prod6",0.4,0.6,2,1200
200,1068,Client2,1,14,29,2,"prod12,prod5,prod6",0.6,0.4,7,6300
201,1069,Client4,1,14,33,0,"prod12,prod6,prod13",0.4,0.4,2,400
202,1069,Client4,1,14,33,0,"prod12,prod6,prod13",0.6,0.0,1,400
203,1069,Client4,1,14,33,0,"prod12,prod6,prod13",0.8,0.0,1,600
204,1070,Client0,1,23,35,2,"prod10,prod7,prod14,prod12",0.2,0.4,1,1000
205,1070,Client0,1,23,35,2,"prod10,prod7,prod14,prod12",0.6,1.0,3,1200
206,1070,Client0,1,23,35,2,"prod10,prod7,prod14,prod12",0.8,0.0,10,1000
207,1070,Client0,1,23,35,2,"prod10,prod7,prod14,prod12",0.8,0.6,11,4400
208,1071,Client0,1,14,6,0,"prod3,prod6,prod13",0.2,0.4,11,6600
209,1071,Client0,1,14,6,0,"prod3,prod6,prod13",0.6,0.2,8,1600
210,1071,Client0,1,14,6,0,"prod3,prod6,prod13",0.6,0.4,1,300
211,1072,Client6,1,14,59,3,"prod4,prod14,prod12,prod6",0.2,0.6,1,800
212,1072,Client6,1,14,59,3,"prod4,prod14,prod12,prod6",0.6,0.2,1,600
213,1072,Client6,1,14,59,3,"prod4,prod14,prod12,prod6",0.6,0.6,9,3600
214,1072,Client6,1,14,59,3,"prod4,prod14,prod12,prod6",0.8,0.2,3,300
215,1073,Client5,1,12,13,5,"prod7,prod12,prod14",0.2,0.6,6,2400
216,1073,Client5,1,12,13,5,"prod7,prod12,prod14",0.4,0.4,8,1100
217,1074,Client4,1,15,38,6,"prod3,prod12,prod12",0.2,1.0,1,300
218,1074,Client4,1,15,38,6,"prod3,prod12,prod12",0.4,0.2,1,400
219,1074,Client4,1,15,38,6,"prod3,prod12,prod12",1.0,0.6,4,1600
220,1075,Client6,1,11,5,5,"prod12,prod4,prod5",0.2,0.6,7,5600
221,1075,Client6,1,11,5,5,"prod12,prod4,prod5",0.4,0.8,1,400
222,1075,Client6,1,11,5,5,"prod12,prod4,prod5",0.6,0.6,8,7200
223,1076,Client0,1,14,0,0,"prod10,prod1,prod1,prod12",0.2,0.8,10,7000
224,1076,Client0,1,14,0,0,"prod10,prod1,prod1,prod12",0.6,0.8,1,1000
225,1076,Client0,1,14,0,0,"prod10,prod1,prod1,prod12",0.8,0.4,9,3600
226,1076,Client0,1,14,0,0,"prod10,prod1,prod1,prod12",0.8,0.6,7,4900
227,1077,Client3,1,9,9,6,"prod5,prod14,prod1,prod5",0.2,0.8,6,5400
228,1077,Client3,1,9,9,6,"prod5,prod14,prod1,prod5",0.4,0.0,7,700
229,1077,Client3,1,9,9,6,"prod5,prod14,prod1,prod5",0.4,0.4,5,3500
230,1077,Client3,1,9,9,6,"prod5,prod14,prod1,prod5",0.8,0.2,1,900
231,1078,Client0,1,22,29,0,"prod2,prod2,prod9",0.2,0.2,1,500
232,1078,Client0,1,22,29,0,"prod2,prod2,prod9",0.2,0.6,4,2000
233,1078,Client0,1,22,29,0,"prod2,prod2,prod9",0.2,0.8,11,1100
234,1079,Client0,1,9,20,1,"prod4,prod1,prod13,prod2",0.2,0.4,1,800
235,1079,Client0,1,9,20,1,"prod4,prod1,prod13,prod2",0.4,0.8,7,1400
236,1079,Client0,1,9,20,1,"prod4,prod1,prod13,prod2",0.6,0.4,9,6300
237,1079,Client0,1,9,20,1,"prod4,prod1,prod13,prod2",0.6,0.6,8,4000
238,1080,Client5,1,20,40,1,"prod10,prod2,prod12,prod1",0.2,0.8,10,5000
239,1080,Client5,1,20,40,1,"prod10,prod2,prod12,prod1",0.4,0.4,1,1000
240,1080,Client5,1,20,40,1,"prod10,prod2,prod12,prod1",0.4,0.8,9,3600
241,1080,Client5,1,20,40,1,"prod10,prod2,prod12,prod1",0.4,1.0,6,4200
242,1081,Client8,1,10,29,5,"prod13,prod12,prod10",0.4,0.2,2,2000
243,1081,Client8,1,10,29,5,"prod13,prod12,prod10",0.4,0.6,10,4000
244,1081,Client8,1,10,29,5,"prod13,prod12,prod10",0.6,0.2,1,200
245,1082,Client2,1,11,24,3,"prod12,prod5,prod15",0.2,0.6,1,900
246,1082,Client2,1,11,24,3,"prod12,prod5,prod15",0.4,0.6,1,400
247,1082,Client2,1,11,24,3,"prod12,prod5,prod15",0.6,0.8,7,7000
248,1083,Client0,1,0,3,3,"prod1,prod6,prod2,prod13",0.0,0.2,1,700
249,1083,Client0,1,0,3,3,"prod1,prod6,prod2,prod13",0.4,0.8,3,1500
250,1083,Client0,1,0,3,3,"prod1,prod6,prod2,prod13",0.6,0.4,7,4200
251,1083,Client0,1,0,3,3,"prod1,prod6,prod2,prod13",0.8,0.8,1,200
252,1084,Client7,1,13,13,3,"prod12,prod2,prod14",0.6,0.8,1,400
253,1084,Client7,1,13,13,3,"prod12,prod2,prod14",0.8,0.4,4,2000
254,1084,Client7,1,13,13,3,"prod12,prod2,prod14",0.8,0.6,10,1000
255,1085,Client6,1,13,47,6,"prod3,prod10,prod13",0.4,0.8,10,2000
256,1085,Client6,1,13,47,6,"prod3,prod10,prod13",0.6,0.2,7,7000
257,1085,Client6,1,13,47,6,"prod3,prod10,prod13",0.8,0.6,1,300
258,1086,Client5,1,10,25,1,"prod14,prod3,prod4",0.0,0.4,10,3000
259,1086,Client5,1,10,25,1,"prod14,prod3,prod4",0.4,0.2,7,5600
260,1086,Client5,1,10,25,1,"prod14,prod3,prod4",0.6,0.6,1,100
261,1087,Client0,1,22,50,5,"prod12,prod14,prod6",0.2,0.6,10,1000
262,1087,Client0,1,22,50,5,"prod12,prod14,prod6",0.6,1.0,1,400
263,1087,Client0,1,22,50,5,"prod12,prod14,prod6",0.8,0.6,7,4200
264,1088,Client9,1,19,5,0,"prod10,prod15",0.4,0.0,1,1000
265,1088,Client9,1,19,5,0,"prod10,prod15",0.4,0.4,1,1000
266,1089,Client1,1,8,23,2,"prod15,prod2,prod15,prod5",0.4,0.4,2,2000
267,1089,Client1,1,8,23,2,"prod15,prod2,prod15,prod5",0.4,0.6,3,2700
268,1089,Client1,1,8,23,2,"prod15,prod2,prod15,prod5",0.6,0.6,6,3500
269,1090,Client4,1,2,22,0,"prod12,prod1,prod14",0.2,0.4,3,2100
270,1090,Client4,1,2,22,0,"prod12,prod1,prod14",0.4,0.4,10,1000
271,1090,Client4,1,2,22,0,"prod12,prod1,prod14",0.6,0.4,1,400
272,1091,Client8,1,6,31,1,"prod1,prod1,prod3,prod12",0.4,0.4,11,4400
273,1091,Client8,1,6,31,1,"prod1,prod1,prod3,prod12",0.6,0.2,1,300
274,1091,Client8,1,6,31,1,"prod1,prod1,prod3,prod12",0.8,0.6,5,3500
275,1092,Client3,1,11,23,2,"prod9,prod1,prod15",0.2,0.2,1,100
276,1092,Client3,1,11,23,2,"prod9,prod1,prod15",0.2,0.6,10,7000
277,1092,Client3,1,11,23,2,"prod9,prod1,prod15",0.8,0.4,11,11000
278,1093,Client0,1,13,33,1,"prod3,prod14,prod3",0.2,0.2,6,600
279,1093,Client0,1,13,33,1,"prod3,prod14,prod3",0.2,0.4,1,300
280,1093,Client0,1,13,33,1,"prod3,prod14,prod3",0.6,0.8,6,1800
281,1094,Client8,1,21,14,3,"prod12,prod6,prod8",0.0,0.4,1,400
282,1094,Client8,1,21,14,3,"prod12,prod6,prod8",0.4,0.4,4,2400
283,1094,Client8,1,21,14,3,"prod12,prod6,prod8",0.6,0.4,11,2200
284,1095,Client1,1,16,27,0,"prod2,prod2,prod10",0.0,0.2,1,500
285,1095,Client1,1,16,27,0,"prod2,prod2,prod10",0.6,0.6,1,1000
286,1095,Client1,1,16,27,0,"prod2,prod2,prod10",0.8,0.4,9,4500
287,1096,Client5,1,7,49,2,"prod3,prod5,prod1",0.2,0.6,1,300
288,1096,Client5,1,7,49,2,"prod3,prod5,prod1",0.4,0.4,6,4200
289,1096,Client5,1,7,49,2,"prod3,prod5,prod1",0.8,0.6,2,1800
290,1097,Client8,1,11,42,4,"prod5,prod3,prod12,prod13",0.4,0.6,2,400
291,1097,Client8,1,11,42,4,"prod5,prod3,prod12,prod13",0.4,0.8,9,2700
292,1097,Client8,1,11,42,4,"prod5,prod3,prod12,prod13",0.6,0.4,8,3200
293,1097,Client8,1,11,42,4,"prod5,prod3,prod12,prod13",0.6,0.6,1,900
294,1098,Client5,1,20,49,2,"prod10,prod12,prod9,prod13",0.0,0.6,9,1800
295,1098,Client5,1,20,49,2,"prod10,prod12,prod9,prod13",0.4,0.4,1,1000
296,1098,Client5,1,20,49,2,"prod10,prod12,prod9,prod13",0.6,0.8,6,600
297,1098,Client5,1,20,49,2,"prod10,prod12,prod9,prod13",0.8,0.6,4,1600
298,1099,Client0,1,17,28,3,"prod15,prod11,prod9,prod6",0.4,0.6,7,4200
299,1099,Client0,1,17,28,3,"prod15,prod11,prod9,prod6",0.6,0.4,11,6600
300,1099,Client0,1,17,28,3,"prod15,prod11,prod9,prod6",0.6,0.6,1,1000
301,1099,Client0,1,17,28,3,"prod15,prod11,prod9,prod6",0.8,0.4,11,1100
302,1100,Client5,1,17,32,0,"prod7,prod15,prod13",0.4,0.6,8,1600
303,1100,Client5,1,17,32,0,"prod7,prod15,prod13",0.6,0.2,10,10000
304,1100,Client5,1,17,32,0,"prod7,prod15,prod13",0.6,0.4,1,400
305,1101,Client4,1,18,12,1,"prod14,prod2,prod10",0.4,0.4,2,1000
306,1101,Client4,1,18,12,1,"prod14,prod2,prod10",0.6,0.6,1,100
307,1101,Client4,1,18,12,1,"prod14,prod2,prod10",0.8,0.6,5,5000
308,1102,Client0,1,19,17,6,"prod12,prod3,prod6",0.6,0.6,8,4800
309,1102,Client0,1,19,17,6,"prod12,prod3,prod6",0.6,0.8,4,1300
310,1103,Client0,1,16,48,4,"prod15,prod12,prod14,prod11",0.0,0.6,1,1000
311,1103,Client0,1,16,48,4,"prod15,prod12,prod14,prod11",0.6,0.0,6,600
312,1103,Client0,1,16,48,4,"prod15,prod12,prod14,prod11",0.6,0.6,8,3200
313,1103,Client0,1,16,48,4,"prod15,prod12,prod14,prod11",0.8,0.4,1,600
314,1104,Client2,1,18,11,3,"prod15,prod2,prod3,prod1",0.2,0.4,3,1600
